time,time_step,population,births,deaths,birth_rate,death_rate,msd,speed_var,food_var,pheromone_var,speed_variance,food_sense_variance,pheromone_sense_variance,reproduction_energy_variance,max_cluster,max_cluster_size,num_clusters,avg_energy,avg_generation,lineage_count
607,607,20,0,0,0.0,0.0,0.346308,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.861879,0.0,20
608,608,20,0,0,0.0,0.0,0.344998,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.853542,0.0,20
609,609,20,0,0,0.0,0.0,0.343472,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.846864,0.0,20
610,610,20,0,0,0.0,0.0,0.342277,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.838525,0.0,20
611,611,20,0,0,0.0,0.0,0.340792,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.831844,0.0,20
612,612,20,0,0,0.0,0.0,0.339444,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.823503,0.0,20
613,613,20,0,0,0.0,0.0,0.337912,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.816817,0.0,20
614,614,20,0,0,0.0,0.0,0.336824,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.808474,0.0,20
615,615,20,0,0,0.0,0.0,0.335455,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.801785,0.0,20
616,616,20,0,0,0.0,0.0,0.334146,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.793438,0.0,20
617,617,20,0,0,0.0,0.0,0.332615,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.786746,0.0,20
618,618,20,0,0,0.0,0.0,0.330835,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.778397,0.0,20
619,619,20,0,0,0.0,0.0,0.329392,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.771701,0.0,20
620,620,20,0,0,0.0,0.0,0.328367,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.76335,0.0,20
621,621,20,0,0,0.0,0.0,0.327507,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.756652,0.0,20
622,622,20,0,0,0.0,0.0,0.326667,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.748298,0.0,20
623,623,20,0,0,0.0,0.0,0.325909,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.741596,0.0,20
624,624,20,0,0,0.0,0.0,0.324733,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.733239,0.0,20
625,625,20,0,0,0.0,0.0,0.32368,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.726534,0.0,20
626,626,20,0,0,0.0,0.0,0.322386,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.718174,0.0,20
627,627,20,0,0,0.0,0.0,0.321332,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.711466,0.0,20
628,628,20,0,0,0.0,0.0,0.319966,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.703104,0.0,20
629,629,20,0,0,0.0,0.0,0.319432,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.696393,0.0,20
630,630,20,0,0,0.0,0.0,0.318877,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.688028,0.0,20
631,631,20,0,0,0.0,0.0,0.318894,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.681313,0.0,20
632,632,20,0,0,0.0,0.0,0.318593,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.672947,0.0,20
633,633,20,0,0,0.0,0.0,0.318723,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.666228,0.0,20
634,634,20,0,0,0.0,0.0,0.318346,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.657859,0.0,20
635,635,20,0,0,0.0,0.0,0.318627,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.651137,0.0,20
636,636,20,0,0,0.0,0.0,0.318365,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.642765,0.0,20
637,637,20,0,0,0.0,0.0,0.318788,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.63604,0.0,20
638,638,20,0,0,0.0,0.0,0.318681,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.627666,0.0,20
639,639,20,0,0,0.0,0.0,0.319482,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.620937,0.0,20
640,640,20,0,0,0.0,0.0,0.320033,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.61256,0.0,20
641,641,20,0,0,0.0,0.0,0.321264,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.605828,0.0,20
642,642,20,0,0,0.0,0.0,0.322403,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.597449,0.0,20
643,643,20,0,0,0.0,0.0,0.324092,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.590714,0.0,20
644,644,20,0,0,0.0,0.0,0.325384,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.582333,0.0,20
645,645,20,0,0,0.0,0.0,0.327298,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.575594,0.0,20
646,646,20,0,0,0.0,0.0,0.329016,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.56721,0.0,20
647,647,20,0,0,0.0,0.0,0.331044,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.560469,0.0,20
648,648,20,0,0,0.0,0.0,0.332885,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.552082,0.0,20
649,649,20,0,0,0.0,0.0,0.33504,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.545338,0.0,20
650,650,20,0,0,0.0,0.0,0.336999,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.536948,0.0,20
651,651,20,0,0,0.0,0.0,0.339326,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.530202,0.0,20
652,652,20,0,0,0.0,0.0,0.341948,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.521809,0.0,20
653,653,20,0,0,0.0,0.0,0.344676,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.515059,0.0,20
654,654,20,0,0,0.0,0.0,0.34736,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.506664,0.0,20
655,655,20,0,0,0.0,0.0,0.350063,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.499911,0.0,20
656,656,20,0,0,0.0,0.0,0.352654,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.491514,0.0,20
657,657,20,0,0,0.0,0.0,0.355181,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.484758,0.0,20
658,658,20,0,0,0.0,0.0,0.357545,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.476358,0.0,20
659,659,20,0,0,0.0,0.0,0.359845,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.4696,0.0,20
660,660,20,0,0,0.0,0.0,0.362041,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.461197,0.0,20
661,661,20,0,0,0.0,0.0,0.364151,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.454435,0.0,20
662,662,20,0,0,0.0,0.0,0.366023,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.446029,0.0,20
663,663,20,0,0,0.0,0.0,0.367894,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.439265,0.0,20
664,664,20,0,0,0.0,0.0,0.369702,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.430857,0.0,20
665,665,20,0,0,0.0,0.0,0.371369,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.42409,0.0,20
666,666,20,0,0,0.0,0.0,0.372799,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.41568,0.0,20
667,667,20,0,0,0.0,0.0,0.373928,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.40891,0.0,20
668,668,20,0,0,0.0,0.0,0.374797,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.400497,0.0,20
669,669,20,0,0,0.0,0.0,0.374482,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.393724,0.0,20
670,670,20,0,0,0.0,0.0,0.373249,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.385309,0.0,20
671,671,20,0,0,0.0,0.0,0.3715,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.378532,0.0,20
672,672,20,0,0,0.0,0.0,0.369199,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.370115,0.0,20
673,673,20,0,0,0.0,0.0,0.366706,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.363336,0.0,20
674,674,20,0,0,0.0,0.0,0.363888,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.354916,0.0,20
675,675,20,0,0,0.0,0.0,0.362109,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.348134,0.0,20
676,676,20,0,0,0.0,0.0,0.360653,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.339711,0.0,20
677,677,20,0,0,0.0,0.0,0.359428,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.332928,0.0,20
678,678,20,0,0,0.0,0.0,0.357954,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.324502,0.0,20
679,679,20,0,0,0.0,0.0,0.356801,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.317715,0.0,20
680,680,20,0,0,0.0,0.0,0.356345,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.309287,0.0,20
681,681,20,0,0,0.0,0.0,0.355786,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.302497,0.0,20
682,682,20,0,0,0.0,0.0,0.355417,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.294069,0.0,20
683,683,20,0,0,0.0,0.0,0.354675,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.287275,0.0,20
684,684,20,0,0,0.0,0.0,0.354192,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.278843,0.0,20
685,685,20,0,0,0.0,0.0,0.353215,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.272047,0.0,20
686,686,20,0,0,0.0,0.0,0.351913,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.263614,0.0,20
687,687,20,0,0,0.0,0.0,0.350497,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.256815,0.0,20
688,688,20,0,0,0.0,0.0,0.349329,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.248378,0.0,20
689,689,20,0,0,0.0,0.0,0.347841,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.241576,0.0,20
690,690,20,0,0,0.0,0.0,0.346343,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.233138,0.0,20
691,691,20,0,0,0.0,0.0,0.344445,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.226334,0.0,20
692,692,20,0,0,0.0,0.0,0.342225,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.217891,0.0,20
693,693,20,0,0,0.0,0.0,0.339932,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.211086,0.0,20
694,694,20,0,0,0.0,0.0,0.337645,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.202642,0.0,20
695,695,20,0,0,0.0,0.0,0.335291,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.195833,0.0,20
696,696,20,0,0,0.0,0.0,0.332997,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.187386,0.0,20
697,697,20,0,0,0.0,0.0,0.330796,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.180574,0.0,20
698,698,20,0,0,0.0,0.0,0.328961,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.172126,0.0,20
699,699,20,0,0,0.0,0.0,0.327052,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.165312,0.0,20
700,700,20,0,0,0.0,0.0,0.325385,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.15686,0.0,20
701,701,20,0,0,0.0,0.0,0.323786,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.150043,0.0,20
702,702,20,0,0,0.0,0.0,0.322843,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.141589,0.0,20
703,703,20,0,0,0.0,0.0,0.321915,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.134771,0.0,20
704,704,20,0,0,0.0,0.0,0.321805,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.126315,0.0,20
705,705,20,0,0,0.0,0.0,0.321626,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.119493,0.0,20
706,706,20,0,0,0.0,0.0,0.322384,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.111035,0.0,20
707,707,20,0,0,0.0,0.0,0.322853,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.104211,0.0,20
708,708,20,0,0,0.0,0.0,0.324088,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.095751,0.0,20
709,709,20,0,0,0.0,0.0,0.324776,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.088924,0.0,20
710,710,20,0,0,0.0,0.0,0.325566,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.080461,0.0,20
711,711,20,0,0,0.0,0.0,0.326158,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.073631,0.0,20
712,712,20,0,0,0.0,0.0,0.32749,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.065167,0.0,20
713,713,20,0,0,0.0,0.0,0.328643,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.058334,0.0,20
714,714,20,0,0,0.0,0.0,0.330558,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.049867,0.0,20
715,715,20,0,0,0.0,0.0,0.332248,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.043032,0.0,20
716,716,20,0,0,0.0,0.0,0.335011,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.034563,0.0,20
717,717,20,0,0,0.0,0.0,0.337253,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.027726,0.0,20
718,718,20,0,0,0.0,0.0,0.340082,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.019253,0.0,20
719,719,20,0,0,0.0,0.0,0.342611,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.012414,0.0,20
720,720,20,0,0,0.0,0.0,0.345909,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,95.003939,0.0,20
721,721,20,0,0,0.0,0.0,0.348911,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.997098,0.0,20
722,722,20,0,0,0.0,0.0,0.352649,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.988621,0.0,20
723,723,20,0,0,0.0,0.0,0.356351,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.981776,0.0,20
724,724,20,0,0,0.0,0.0,0.361505,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.973296,0.0,20
725,725,20,0,0,0.0,0.0,0.366303,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.96645,0.0,20
726,726,20,0,0,0.0,0.0,0.372515,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.957968,0.0,20
727,727,20,0,0,0.0,0.0,0.378073,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.951118,0.0,20
728,728,20,0,0,0.0,0.0,0.384698,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.942634,0.0,20
729,729,20,0,0,0.0,0.0,0.390659,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.935783,0.0,20
730,730,20,0,0,0.0,0.0,0.397906,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.927296,0.0,20
731,731,20,0,0,0.0,0.0,0.404442,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.920443,0.0,20
732,732,20,0,0,0.0,0.0,0.412094,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.911954,0.0,20
733,733,20,0,0,0.0,0.0,0.418559,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.905098,0.0,20
734,734,20,0,0,0.0,0.0,0.425498,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.896608,0.0,20
735,735,20,0,0,0.0,0.0,0.4315,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.889748,0.0,20
736,736,20,0,0,0.0,0.0,0.437733,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.881255,0.0,20
737,737,20,0,0,0.0,0.0,0.443553,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.874394,0.0,20
738,738,20,0,0,0.0,0.0,0.450628,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.865899,0.0,20
739,739,20,0,0,0.0,0.0,0.456618,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.859037,0.0,20
740,740,20,0,0,0.0,0.0,0.463527,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.850539,0.0,20
741,741,20,0,0,0.0,0.0,0.469596,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.843673,0.0,20
742,742,20,0,0,0.0,0.0,0.476781,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.835173,0.0,20
743,743,20,0,0,0.0,0.0,0.482831,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.828306,0.0,20
744,744,20,0,0,0.0,0.0,0.489666,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.819803,0.0,20
745,745,20,0,0,0.0,0.0,0.495074,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.812933,0.0,20
746,746,20,0,0,0.0,0.0,0.500344,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.804428,0.0,20
747,747,20,0,0,0.0,0.0,0.504599,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.797556,0.0,20
748,748,20,0,0,0.0,0.0,0.508658,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.78905,0.0,20
749,749,20,0,0,0.0,0.0,0.511997,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.782175,0.0,20
750,750,20,0,0,0.0,0.0,0.515302,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.773666,0.0,20
751,751,20,0,0,0.0,0.0,0.51796,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.766789,0.0,20
752,752,20,0,0,0.0,0.0,0.520247,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.758278,0.0,20
753,753,20,0,0,0.0,0.0,0.521819,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.751398,0.0,20
754,754,20,0,0,0.0,0.0,0.522491,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.742885,0.0,20
755,755,20,0,0,0.0,0.0,0.52275,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.736003,0.0,20
756,756,20,0,0,0.0,0.0,0.522508,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.727488,0.0,20
757,757,20,0,0,0.0,0.0,0.522046,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.720604,0.0,20
758,758,20,0,0,0.0,0.0,0.520958,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.712087,0.0,20
759,759,20,0,0,0.0,0.0,0.519643,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.705201,0.0,20
760,760,20,0,0,0.0,0.0,0.517511,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.696681,0.0,20
761,761,20,0,0,0.0,0.0,0.515211,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.689793,0.0,20
762,762,20,0,0,0.0,0.0,0.511991,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.681272,0.0,20
763,763,20,0,0,0.0,0.0,0.508861,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.674381,0.0,20
764,764,20,0,0,0.0,0.0,0.505183,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.665857,0.0,20
765,765,20,0,0,0.0,0.0,0.501421,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.658964,0.0,20
766,766,20,0,0,0.0,0.0,0.497066,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.650438,0.0,20
767,767,20,0,0,0.0,0.0,0.492634,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.643543,0.0,20
768,768,20,0,0,0.0,0.0,0.486716,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.635015,0.0,20
769,769,20,0,0,0.0,0.0,0.481297,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.628118,0.0,20
770,770,20,0,0,0.0,0.0,0.474651,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.619588,0.0,20
771,771,20,0,0,0.0,0.0,0.468762,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.61269,0.0,20
772,772,20,0,0,0.0,0.0,0.462186,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.604158,0.0,20
773,773,20,0,0,0.0,0.0,0.456356,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.597256,0.0,20
774,774,20,0,0,0.0,0.0,0.449828,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.588722,0.0,20
775,775,20,0,0,0.0,0.0,0.444152,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.581818,0.0,20
776,776,20,0,0,0.0,0.0,0.437646,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.573282,0.0,20
777,777,20,0,0,0.0,0.0,0.431886,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.566377,0.0,20
778,778,20,0,0,0.0,0.0,0.42525,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.557839,0.0,20
779,779,20,0,0,0.0,0.0,0.419768,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.550931,0.0,20
780,780,20,0,0,0.0,0.0,0.413979,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.54239,0.0,20
781,781,20,0,0,0.0,0.0,0.409187,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.53548,0.0,20
782,782,20,0,0,0.0,0.0,0.403944,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.526939,0.0,20
783,783,20,0,0,0.0,0.0,0.399286,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.520028,0.0,20
784,784,20,0,0,0.0,0.0,0.393204,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.511483,0.0,20
785,785,20,0,0,0.0,0.0,0.388273,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.504568,0.0,20
786,786,20,0,0,0.0,0.0,0.382349,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.496021,0.0,20
787,787,20,0,0,0.0,0.0,0.37785,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.489106,0.0,20
788,788,20,0,0,0.0,0.0,0.372572,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.480558,0.0,20
789,789,20,0,0,0.0,0.0,0.368682,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.473639,0.0,20
790,790,20,0,0,0.0,0.0,0.36405,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.465089,0.0,20
791,791,20,0,0,0.0,0.0,0.360685,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.458169,0.0,20
792,792,20,0,0,0.0,0.0,0.356549,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.449617,0.0,20
793,793,20,0,0,0.0,0.0,0.353836,0.01166,0.012353,0.015631,0.01166,0.012353,0.015631,0.0,20,20,1,94.442696,0.0,20
